Brandname,Productname,Colors,Sizes,Description,Materials,Maintenance,RegularPrice,CurrentPrice
Boss,Fliege und Kummerbund im Set,Schwarz,OS|1SIZE,Herren Fliege und Kummerbund von BOSS|Reine Seide|Webmuster|Vorgebundene Fliege|Verstellbare Kragenweite|Hakenverschluss|Kummerbund mit gelegten Falten|Verstellbare Weite|Hakenverschluss|Made in Italy|Breite der Fliege: 12 cm|Minimale Länge des Kummerbunds: 83 cm|Maximale Länge: 107 cm|Farbe Schwarz|Artikelnummer 9559430,Hauptmaterial 1: 100% Seide|Hauptmaterial 2: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",139.95,139.95
Codello,Nikituch aus Seide mit Peanuts-Motiven,Hellgrau|Bleu,OS|1,Damen Nickituch von CODELLO|Reine Seide|Kontrastabschluss|Peanuts-Motive|51 x 51 cm|Farbe Bleu|Artikelnummer 9620477,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",39.95,29.95
Christian Berg Men,Wendegürtel mit Dornschließe,Schwarz,80|85|90|95|100|105|110|115,"Herren Wendegürtel von Christian Berg Men |Robustes Material|Dornschließe|Eine Seite mit feiner Narbung|Eine Seite mit feiner Saffiano-Struktur|Lederoptik |Gürtelbreite: 3,5 cm |Farbe Schwarz|Artikelnummer 9576304",,,39.95,39.95
MCNEAL,Gürtel mit Dornschließe,Schwarz,85|90|95|100|105|110,"Herren Gürtel von MCNEAL|Strapazierfähiges Material|Eloxierte Dornschließe|Gerades Gürtelende|Lederoptik |Gürtelbreite: 2,9 cm|Farbe Schwarz|Artikelnummer 9576291",,,29.95,29.95
Christian Berg Men,Wendegürtel mit Dornschließe,Mittelgrau,80|85|90|95|100|105|110|115,Herren Wendegürtel von Christian Berg Men|Robustes Material|Dornschließe|Zwei verschiedenfarbige Seiten|Lederoptik |Gürtelbreite: 3 cm |Farbe Mittelgrau|Artikelnummer 9576307,,,39.95,39.95
OLYMP Level 5,Krawatte aus reiner Seide mit Punkte-Dessin,Rot,OS|N,Herren Krawatte von OLYMP Level 5|Reine Seide|Schmale Form|Feine Webstruktur|Punkte-Dessin|Breite: 5 cm|Farbe Rot|Artikelnummer 9613175,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",29.95,29.95
Jake*s,Krawatte mit Webstruktur,Marineblau|Bleu|Rosé|Rot,OS|1,Herren Krawatte von Jake*s Collection|Reine Seide|Klassische Form|Webstruktur|Breite: 7 cm|Farbe Rot|Artikelnummer 9615318,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",29.95,29.95
OLYMP,Krawatte aus Seide mit Webmuster,Rot|Royalblau|Bleu|Pink|Grün|Jeans|Schwarz,OS|N,"Herren Krawatte von OLYMP|Reine Seide |Klassische Form |Feines Webmuster|Schimmernde, strukturierte Oberfläche |Handgefertigt|Breite: 7 cm|Farbe Pink|Artikelnummer 9606867",Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",29.95,29.95
Jake*s,Krawatte aus Seide mit Webstruktur,Pink|Rot|Bleu,OS|1,Herren Krawatte von Jake*s Collection|Reine Seide|Klassische Form|Webstruktur|Schimmernde Optik|Breite: 7 cm|Farbe Pink|Artikelnummer 9615163,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",29.95,29.95
OLYMP,Krawatte aus Seide mit Webmuster,Rot|Pink|Flieder|Türkis|Royalblau|Marineblau|Schwarz,OS|N,"Herren Krawatte von OLYMP|Reine Seide|Schmale Form |Feines Webmuster|Leicht schimmernde, strukturierte Oberfläche|Handgefertigt|Breite: 6 cm  |Farbe Pink|Artikelnummer 9606905",Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",29.95,29.95
OLYMP Level 5,Krawatte aus reiner Seide,Marineblau|Anthrazit|Schwarz,OS|N,Herren Krawatte von OLYMP Level 5|Reine Seide|Schmale Form|Schimmernde Oberfläche|Handgefertigt|Breite: 5 cm|Farbe Marineblau|Artikelnummer 9613163,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",29.95,29.95
Christian Berg Men,Krawatte mit strukturiertem Webmuster,Rot|Mittelbraun|Bleu|Marineblau,OS|1,Herren Krawatte von Christian Berg Men|Reine Seide |Klassische Form |Strukturiertes Webmuster|Handgefertigt|Breite: 7 cm |Farbe Rot|Artikelnummer 9601592,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",29.95,29.95
Gant,Schirmmütze mit Logo-Stickerei,Schwarz|Marineblau|Weiß|Rot|Beige,OS|1,Herren Schirmmütze von GANT|Reine Baumwolle|Logo-Stickerei auf der Vorderseite|Teilungsnähte|Weitenregulierung auf der Rückseite|Farbe Marineblau|Artikelnummer 9629874,Hauptmaterial 1: 100% Baumwolle, Handwäsche| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung| Hängend trocknen,29.95,29.95
OLYMP,Krawatte aus reiner Seide,Ecru|Royalblau|Taupe|Mittelbraun,OS|N,Herren Krawatte von OLYMP|Reine Seide|Klassische Form|Leicht schimmernde Textur|Handgefertigt|Fleckschutz durch Nano-Technologie|Breite: 7 cm|Farbe Mittelbraun|Artikelnummer 9606811,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",29.95,29.95
OLYMP Level 5,Krawatte aus reiner Seide,Marineblau|Anthrazit|Schwarz,OS|N,Herren Krawatte von OLYMP Level 5|Reine Seide|Schmale Form|Schimmernde Oberfläche|Handgefertigt|Breite: 5 cm|Farbe Schwarz|Artikelnummer 9613165,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",29.95,29.95
Jake*s,Krawatte aus Seide mit Webmuster,Marineblau|Bleu|Pink|Mittelbraun,OS|1,Herren Krawatte von Jake*s Collection|Reine Seide|Klassische Form|Webmuster|Leicht schimmernde Textur|Breite: 7 cm|Farbe Pink|Artikelnummer 9615335,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",29.95,29.95
Tommy Hilfiger,Ledergürtel mit Dornschließe,Cognac ,85|90|95|100|105|110,"Herren Gürtel von Tommy Hilfiger|Echtes Leder|Dornschließe aus Metall|Logo-Prägung|Made in Europe|Gürtelbreite: 3,5 cm|Farbe Cognac |Artikelnummer 9586269",Hauptmaterial 1: 100% Leder, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,39.95,39.95
Joop!,Ledergürtel im Vintage Look,Marineblau|Mittelgrau|Bordeaux Rot,85|90|95|100|105|110,"Herren Gürtel von JOOP!|Echtes Glattleder|Logo-Prägung|Dornschließe aus Metall|Breite: 3,5 cm|Farbe Mittelgrau|Artikelnummer 9624971",Hauptmaterial 1: 100% Leder,,59.95,59.95
Tommy Hilfiger,Basecap mit kleiner Logo-Stickerei,Bordeaux Rot,OS|1,Herren Basecap von Tommy Hilfiger|Reine Baumwolle|Verstärkte Front|Verstellbarer Riegel|Kleine Logo-Stickerei|Farbe Bordeaux Rot|Artikelnummer 9465118,Hauptmaterial 1: 100% Baumwolle, Handwäsche| Nicht bleichen| Nicht bügeln| Keine chemische Reinigung| Hängend trocknen| Im Schatten trocknen,24.95,24.95
G-Star Raw,Snapback Cap mit Logo-Muster,Schwarz,OS|1,Herren Snapback Cap von G-Star RAW|Baumwoll-Elasthan-Mix|Modell Afrojack Snapback AOP Cap|Logo-Muster|Verstärkte Front|Gummierter Logo-Print|Weitenregulierung auf der Rückseite|Farbe Schwarz|Artikelnummer 9529364,"Hauptmaterial 1: 98% Baumwolle, 2% Elasthan|Futter 1: 100% Baumwolle|Besatz 1: 80% Polyester, 20% Baumwolle|Wattierung: 100% Polyethylen", Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,39.95,19.95
Boss,Strümpfe im 2er-Pack,Marineblau|Schwarz,39/42|43/46,Herren Strümpfe von BOSS|Baumwollmischung mit Stretch-Anteil|Geripptes Komfortbündchen|Eingewebtes Logo|Uni|Gestreift|2er-Pack|Farbe Marineblau|Artikelnummer 9561207,"Hauptmaterial 1: 84% Baumwolle, 15% Polyamid, 1% Elasthan", Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Nicht bügeln| Keine chemische Reinigung,19.95,19.95
Tommy Hilfiger,Strümpfe im 2er-Pack,Anthrazit|Marineblau|Mittelbraun|Beige|Jeans,39/42|43/46,Herren Strümpfe von Tommy Hilfiger |Baumwoll-Mix|Elastischer Bund|Hoher Sitz|2er-Pack|Kleine Logo-Stickerei|Farbe Anthrazit|Artikelnummer 7926655,"Hauptmaterial 1: 75% Baumwolle, 23% Polyamid, 2% Elasthan", Kein Trockner| Normalwaschgang 40°| Nicht bügeln| Keine chemische Reinigung| Milde Nassreinigung| Nicht bleichen,12.95,12.95
Boss,Strümpfe im 2er-Pack,Marineblau|Anthrazit|Dunkelblau,39/42|43/46,Herren Strümpfe von BOSS|Baumwollmischung mit Stretch-Anteil|Modell Twopack RS Design|Gerippte Komfortbündchen|Eingewebtes Logo|Verstärkte Spitze und Ferse|Ein gestreiftes Modell|2er-Pack|Farbe Dunkelblau|Artikelnummer 9586426,"Hauptmaterial 1: 75% Baumwolle, 23% Polyamid, 2% Elasthan", Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Nicht bügeln| Keine chemische Reinigung,17.95,17.95
MCNEAL,Gürtel aus Veloursleder,Dunkelbraun|Marineblau|Sand,85|90|95|100|105|110,"Herrengürtel von McNeal|Echtes Veloursleder|Dornschließe|Einfache Lochung|Schmal zulaufendes Gürtelende |Lederschlaufe mit dezenter Logo-Prägung|Gürtelbreite: 3,2 cm |Farbe Marineblau|Artikelnummer 7949342",Hauptmaterial 1: 100% Leder,,29.95,29.95
Boss,Fliege aus reiner Seide mit Webstruktur,Ecru,OS|1SIZE,Herren Fliege von BOSS|Reine Seide|Fein geriffelte Textur|Vorgebunden|Verstellbare Kragenweite|Hakenverschluss|Made in Italy|Breite: 12 cm|Farbe Ecru|Artikelnummer 9559421,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",79.95,79.95
Under Armour,Sneakersocken im 3er-Pack - HeatGear®,Schwarz|Graphit|Weiß,L|LG|M|MD,"Herren Sneakersocken von Under Armour|Atmungsaktives, feuchtigkeitsregulierendes Material|Modell UA HeatGear®|Komfortbündchen mit eingearbeitetem Logo|Eingewebtes Muster|Verstärkte Ferse und Spitze|3er-Pack|Farbe Schwarz|Artikelnummer 9622916","Hauptmaterial 1: 75% Polyester, 23% Baumwolle, 2% Elasthan", Normalwaschgang 40°| Nur Sauerstoffbleiche zulässig / keine Chlorbleiche| Trocknen mit reduzierter thermischer Beanspruchung| Nicht bügeln| Keine chemische Reinigung,14.95,14.95
Boss,Wende-Gürtel aus Leder,Cognac ,OS|1SIZE,"Herren Gürtel von BOSS|Echtes Leder|Modell Omarosyn_Or32_pp|Beidseitig tragbar|Eloxierte Dornschließe aus Metall|Handmade in Italy|Gürtelbreite: 3,2 cm|Farbe Cognac |Artikelnummer 9598221",Hauptmaterial 1: 100% Rindsleder,,99.95,99.95
Marc O'Polo,Strümpfe im 3er-Pack,Marineblau,39/42|43/46,Herren Strümpfe von MARC O'POLO|Baumwollmischung mit Stretch-Anteil|Geripptes Komfortbündchen|Eingewebtes Logo|Rautenmuster|Streifenmuster|Uni|3er-Pack|Farbe Marineblau|Artikelnummer 9533860,"Hauptmaterial 1: 75% Baumwolle, 23% Polyamid, 2% Elasthan", Normalwaschgang 40°| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,14.95,14.95
Boss,Wendegürtel aus Leder,Schwarz,OS|1SIZE,"Herren Wendegürtel von BOSS|Modell Odell_ Or35_pp|Echtes Leder |Beidseitig tragbar|Pinschließe aus Metall mit Logo-Applikation|Inklusive Aufbewahrungsbox|Gürtelbreite: 3,5 cm|Farbe Schwarz|Artikelnummer 9598218",Hauptmaterial 1: 100% Leder|Besatz 1: 100% Metall,,99.95,99.95
adidas Originals,Sportsocken im 2er-Pack,Rot,39/42|43/46,Herren Sportsocken von adidas Originals|Baumwollmischung mit Stretch-Anteil|Fein gerippt|Geripptes Bündchen|Eingewebtes Logo|Eingewebte Logo-Streifen|2er-Pack|Farbe Rot|Artikelnummer 9633252,"Hauptmaterial 1: 59% Baumwolle, 24% Polyester, 15% Polyamid, 2% Elasthan", Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Nicht bügeln| Keine chemische Reinigung,9.95,9.95
Christian Berg Men,Socken im 2er-Pack,Rot|Taupe|Marineblau|Sand|Dunkelbraun|Anthrazit|Schwarz,39/42|43/46,Herren Socken von Christian Berg Men|Baumwoll-Mix|Modell Elegance|Komfortbund|Handgekettelte Spitze|Formstabil|2er-Pack|Farbe Dunkelbraun|Artikelnummer 951499,"Hauptmaterial 1: 85% Baumwolle, 15% Polyamid"," Schonwaschgang 40°| Nicht bleichen| Kein Trockner| Nicht bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",9.95,9.95
adidas Originals,Sneakersocken im 3er-Pack,Apfelgrün,39/42|43/46,Herrensneakersocken von Adidas Originals|Baumwollmischung mit Stretch-Anteil|Schmale Komfortbündchen|Verstärkte Ferse und Spitze|Eingewebtes Logo|3er-Pack|Farbe Apfelgrün|Artikelnummer 9424343,"Hauptmaterial 1: 73% Baumwolle, 22% Polyester, 3% Polyamid, 2% Elasthan", Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Nicht bügeln| Keine chemische Reinigung,9.95,9.95
Burlington,Strümpfe mit Allover-Muster,Orange|Royalblau,40/46,"Herren Strümpfe von Burlington|Baumwollmischung|Modell Clyde|Elastisches, geripptes Bündchen|Allover-Muster|Farbe Royalblau|Artikelnummer 9622894","Hauptmaterial 1: 75% Baumwolle, 25% Polyamid", Normalwaschgang 40°| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,12.0,12.0
Christian Berg Men,Socken im 2er-Pack,Rot|Taupe|Marineblau|Sand|Dunkelbraun|Anthrazit|Schwarz,39/42|43/46,Herren Socken von Christian Berg Men|Baumwoll-Mix|Modell Elegance|Komfortbund|Handgekettelte Spitze|Formstabil|2er-Pack|Farbe Anthrazit|Artikelnummer 951510,"Hauptmaterial 1: 85% Baumwolle, 15% Polyamid"," Schonwaschgang 40°| Nicht bleichen| Kein Trockner| Nicht bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",9.95,9.95
Boss,Manschettenknöpfe mit Gitterstruktur,Silber,OS|1SIZE,Herren Manschettenknöpfe von BOSS|Edelstahl|Modell Armin|Runde Form|Gitterstruktur|Gebogener Stift|Logo-Prägung|Inklusive Geschenkbox|Made in Italy|Farbe Silber|Artikelnummer 9559377,Hauptmaterial 1: 100% Edelstahl,,79.95,79.95
Burlington,Strümpfe mit Argylemuster,Rot,40/46,Herren Strümpfe von Burlington|Wollmischung|Argylemuster|Gerippte Komfortbündchen|Kleine Logo-Niete|Verstärkte Ferse und Spitze|Farbe Rot|Artikelnummer 9542089,,,14.0,9.95
Montego,Einstecktuch aus Baumwolle,Weiß|Bleu,OS|1,Herren Einstecktuch von MONTEGO|Reine Baumwolle|Verstärkte Abschlüsse|Unifarben|30 x 30 cm |Farbe Bleu|Artikelnummer 9620053,Hauptmaterial 1: 100% Baumwolle," Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Nicht waschen| Nicht bleichen| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",9.95,9.95
Boss,Krawatte aus reiner Seide,Aubergine,OS|1SIZE,Herren Krawatte von BOSS|Reine Seide|Breite Form|Schimmernde Textur|Webmuster|Made in Italy|Breite: 8 cm|Farbe Aubergine|Artikelnummer 9559405,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",69.95,69.95
Hugo,Ledergürtel aus Glattleder mit Dornschließe,Schwarz,85|90|95|100|105|110,Herren Ledergürtel von HUGO|Echtes Glattleder|Modell C-Brandon |Eckige Dornschließe mit Logo-Gravur|Einfache Lochung|Breite: 3 cm|Farbe Schwarz|Artikelnummer 7942424,Hauptmaterial 1: 100% Rindsleder, Kein Trockner| Nicht bügeln| Keine chemische Reinigung| Nicht waschen| Nicht bleichen,69.95,69.95
Armani Jeans,Schal aus Viskose,Dunkelblau,OS|1,Herren Schal von Armani Jeans|Reine Viskose|Logo-Muster|Ausgefranste Abschlüsse |185 x 55 cm |Farbe Dunkelblau|Artikelnummer 9571726,Hauptmaterial 1: 100% Viskose," Handwäsche| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",69.95,69.95
Christian Berg Men,Strümpfe im 2er-Pack,Rot|Marineblau|Anthrazit,39/42|43/46,Herren Strümpfe von Christian Berg Men|Baumwollmischung (Bio-Baumwolle)|Unifarben und gestreift|Gerippte Komfortbündchen|Verstärkte Ferse und Spitze|2er-Pack|Farbe Anthrazit|Artikelnummer 9625032,"Hauptmaterial 1: 80% Baumwolle, 17% Polyamid, 3% Elasthan", Schonwaschgang 40°| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,7.95,7.95
Christian Berg Men,Strümpfe im 2er-Pack,Schwarz|Rot|Marineblau,39/42|43/46,Herren Strümpfe von Christian Berg Men|Baumwollmischung (Bio-Baumwolle)|Gerippte Komfortbündchen|Verstärkte Ferse und Spitze|2er-Pack|Farbe Rot|Artikelnummer 9625020,"Hauptmaterial 1: 80% Baumwolle, 17% Polyamid, 3% Elasthan", Schonwaschgang 40°| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,7.95,7.95
camano,Socken im 2er-Pack,Schwarz|Weiß,39/42|43/46,Herren Socken von Camano|Baumwollmischung mit Stretch-Anteil|Komfortbündchen|Eingewebtes Logo|Verstärkte Ferse und Spitze|Handgekettelt|Trocknergeeignet|2er-Pack|Farbe Schwarz|Artikelnummer 4766632,"Hauptmaterial 1: 80% Baumwolle, 17% Polyamid, 3% Elasthan", Schonwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Nicht bügeln| Keine chemische Reinigung,6.95,6.95
Christian Berg Men,Strümpfe im 2er-Pack,Schwarz|Rot|Marineblau,39/42|43/46,Herren Strümpfe von Christian Berg Men|Baumwollmischung (Bio-Baumwolle)|Gerippte Komfortbündchen|Verstärkte Ferse und Spitze|2er-Pack|Farbe Schwarz|Artikelnummer 9625018,"Hauptmaterial 1: 80% Baumwolle, 17% Polyamid, 3% Elasthan", Schonwaschgang 40°| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,7.95,7.95
Montego,Strümpfe im 3er-Pack ,Orange,39/42,Herren Strümpfe von Montego |Baumwollmischung mit Stretch-Anteil |Feiner Rippenstrick|Gerippte Komfortbündchen |3er-Pack|Farbe Orange|Artikelnummer 9388487,"Hauptmaterial 1: 80% Baumwolle, 17% Polyamid, 3% Elasthan", Schonwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,9.95,4.95
Ted Baker,Geldbörse und Kartenetui im Set,Schwarz,OS|1,"Herren Geldbörse und Kartenetui von Ted Baker|Echtes Leder|Krokodillederoptik|Logo in Metallicoptik|Geldbörse mit zehn Karten- und zwei Scheinfächern|Kartenetui mit vier Kartenfächern|Inklusive Geschenkbox|Höhe der Geldbörse: 9,5 cm|Breite: 11 cm|Tiefe: 1 cm|Höhe des Kartenetuis: 8 cm|Breite: 10 cm|Farbe Schwarz|Artikelnummer 9513895",Hauptmaterial 1: 100% Leder,,99.95,79.95
Hugo,Wendegürtel aus Leder,Schwarz,85|90|95|100|105|110,Herren Wendegürtel von BOSS|Echtes Leder|Dornschließe aus Metall|Beidseitig tragbar|Gürtelbreite: 3 cm|Farbe Schwarz|Artikelnummer 9505413,Hauptmaterial 1: 100% Leder,,69.95,69.95
Paul Rosen Men,Tuch mit ornamentalen Muster,Marineblau,OS|1,Herren Tuch von Paul Rosen|Viskosemischung mit Woll-Anteil|Feine Webstruktur|Strukturiertes ornamentales Muster|Fransenabschluss|130 x 130 cm|Farbe Marineblau|Artikelnummer 9553487,"Hauptmaterial 1: 32% Viskose, 20% Baumwolle, 20% Modal, 16% Wolle, 12% Nylon"," Nicht waschen| Nicht bleichen| Kein Trockner| Mäßig heiß bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",179.95,59.95
Armani Jeans,Schal mit Logo-Muster,Schwarz|Dunkelblau,OS|1,Herren Schal von Armani Jeans|Baumwoll-Modal-Mix|Ausgefranste Abschlüsse|Logo-Muster |200 x 45 cm |Farbe Schwarz|Artikelnummer 9571716,"Hauptmaterial 1: 65% Baumwolle, 35% Modal"," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",59.95,59.95
Boss,Manschettenknöpfe mit Kontrasteinsatz,Rot,OS|1SIZE,Herren Manschettenknöpfe von BOSS|Glänzendes Metall|Rechteckige Form|Kontrasteinsatz|Logo-Prägung|Farbe Rot|Artikelnummer 9502918,,,69.95,69.95
Armani Jeans,Rucksack aus strapazierfähigem Material,Schwarz|Dunkelblau,OS|1,Herren Rucksack von Armani Jeans|Strapazierfähiges Material|Hauptfach mit Reißverschluss|Zwei Nebenfächer mit Reißverschluss|Ein Reißverschlussfach innen|Verstellbarer Schulterriemen|Eine Trageschlaufe|Logo-Print|Höhe: 47 cm|Breite: 28 cm|Tiefe: 16 cm|Farbe Schwarz|Artikelnummer 9571675,Hauptmaterial 1: 100% Polyamid,,69.95,69.95
La Martina,Basecap mit Stickereien,Marineblau|Schwarz,OS|1,Herren Basecap von La Martina|Reine Baumwolle|Verstärkter Schirm |Eingestickte Luftlöcher|Verstellbarer Riegel auf der Rückseite|Logo-Stickereien|Maserati-Logo|Farbe Marineblau|Artikelnummer 9593698,Hauptmaterial 1: 100% Baumwolle, Handwäsche| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung| Flach (liegend) trocknen,59.95,59.95
Boss Orange,Ledergürtel im Vintage Look,Cognac ,85|90|95|100|105|110,"Herren Ledergürtel von BOSS Orange|Echtes Leder |Modell Josel_Sz35_ltem|Vintage Look|Strukturmuster|Dornschließe aus Metall mit Logo-Prägung|Einfache Lochung|Made in Europe|Breite: 3,5 cm|Farbe Cognac |Artikelnummer 9557798",Hauptmaterial 1: 100% Rindsleder, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,69.95,69.95
Hugo,Ledergürtel mit Metall-Logo,Schwarz|Cognac ,80|85|90|95|100|105|110|115,"Herrengürtel von HUGO|Echtes Rindsleder|Modell C-Connio|Dornschließe|Gürtelschlaufe mit Metall-Logo|Kontrastnähte|Einfache Lochung|Handgefertigt|Gürtelbreite: 3,8 cm|Farbe Schwarz|Artikelnummer 7942416",Hauptmaterial 1: 100% Rindsleder,,49.95,49.95
Joop!,Krawatte aus schimmernder Seide,Silber|Rot|Schwarz,OS|ONE,Herren Krawatte von JOOP!|Reine Seide|Klassische Form |Schimmernde Textur|Made in Italy|Breite: 7 cm |Farbe Silber|Artikelnummer 9602337,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",49.95,49.95
